"","Year","Council","serv5g","Large urban areas","Other urban areas","Accessible small towns","Remote small towns","Accessible rural","Remote rural","All"
"751","2016","Renfrewshire","Dissatisfied","12.4","*","*","-","*","-","13.2"
"752","2016","Scotland","Dissatisfied","9.9","8.7","14.9","15.1","24.7","27.9","12.7"
"753","2016","Scottish Borders","Dissatisfied","-","6.1","*","*","17.3","*","15.2"
"754","2016","Shetland Islands","Dissatisfied","-","-","-","18.6","-","10.1","12.8"
"755","2016","South Ayrshire","Dissatisfied","-","4.5","*","*","*","*","5.7"
"756","2016","South Lanarkshire","Dissatisfied","8.8","14.9","*","-","*","*","16.3"
"757","2016","Stirling","Dissatisfied","-","2","*","-","33.6","*","12.3"
"758","2016","West Dunbartonshire","Dissatisfied","11.6","9.2","-","-","*","-","10.2"
"759","2016","West Lothian","Dissatisfied","-","13.4","*","-","*","-","14.4"
"760","2016","Aberdeen City","All","100","-","100","-","-","-","100"
"761","2016","Aberdeenshire","All","-","100","100","100","100","100","100"
"762","2016","Angus","All","100","100","100","-","100","100","100"
"763","2016","Argyll and Bute","All","-","100","-","100","100","100","100"
"764","2016","Clackmannanshire","All","-","100","100","-","100","-","100"
"765","2016","Dumfries and Galloway","All","-","100","100","100","100","100","100"
"766","2016","Dundee City","All","100","-","-","-","-","-","100"
"767","2016","East Ayrshire","All","-","100","100","100","100","100","100"
"768","2016","East Dunbartonshire","All","100","100","100","-","100","-","100"
"769","2016","East Lothian","All","100","100","100","100","100","100","100"
"770","2016","East Renfrewshire","All","100","-","100","-","100","-","100"
"771","2016","Edinburgh, City of","All","100","-","100","-","100","-","100"
"772","2016","Falkirk","All","-","100","100","-","100","-","100"
"773","2016","Fife","All","-","100","100","-","100","-","100"
"774","2016","Glasgow City","All","100","-","-","-","100","-","100"
"775","2016","Highland","All","-","100","100","100","100","100","100"
"776","2016","Inverclyde","All","-","100","100","-","-","-","100"
"777","2016","Midlothian","All","-","100","100","-","100","-","100"
"778","2016","Moray","All","-","100","100","100","100","100","100"
"779","2016","Na h-Eileanan Siar","All","-","-","-","100","-","100","100"
"780","2016","North Ayrshire","All","-","100","100","-","100","100","100"
"781","2016","North Lanarkshire","All","100","100","100","-","100","-","100"
"782","2016","Orkney Islands","All","-","-","-","100","-","100","100"
"783","2016","Perth and Kinross","All","100","100","100","100","100","100","100"
"784","2016","Renfrewshire","All","100","100","100","-","100","-","100"
"785","2016","Scotland","All","100","100","100","100","100","100","100"
"786","2016","Scottish Borders","All","-","100","100","100","100","100","100"
"787","2016","Shetland Islands","All","-","-","-","100","-","100","100"
"788","2016","South Ayrshire","All","-","100","100","100","100","100","100"
"789","2016","South Lanarkshire","All","100","100","100","-","100","100","100"
"790","2016","Stirling","All","-","100","100","-","100","100","100"
"791","2016","West Dunbartonshire","All","100","100","-","-","100","-","100"
"792","2016","West Lothian","All","-","100","100","-","100","-","100"
"793","2016","Aberdeen City","Base","250","-","20","-","-","-","270"
"794","2016","Aberdeenshire","Base","-","80","30","20","110","40","280"
"795","2016","Angus","Base","10","110","20","-","40","0","190"
"796","2016","Argyll and Bute","Base","-","40","-","60","10","80","190"
"797","2016","Clackmannanshire","Base","-","90","90","-","20","-","210"
"798","2016","Dumfries and Galloway","Base","-","80","40","20","40","50","220"
"799","2016","Dundee City","Base","220","-","-","-","-","-","220"
"800","2016","East Ayrshire","Base","-","80","40","10","40","20","190"
"801","2016","East Dunbartonshire","Base","140","60","10","-","10","-","220"
"802","2016","East Lothian","Base","80","30","60","30","60","10","270"
"803","2016","East Renfrewshire","Base","190","-","20","-","10","-","210"
"804","2016","Edinburgh, City of","Base","670","-","20","-","10","-","700"
"805","2016","Falkirk","Base","-","190","10","-","20","-","210"
"806","2016","Fife","Base","-","290","80","-","70","-","430"
"807","2016","Glasgow City","Base","730","-","-","-","0","-","740"
"808","2016","Highland","Base","-","50","10","40","40","80","210"
"809","2016","Inverclyde","Base","-","180","30","-","-","-","210"
"810","2016","Midlothian","Base","-","180","30","-","40","-","240"
"811","2016","Moray","Base","-","60","40","40","50","30","220"
"812","2016","Na h-Eileanan Siar","Base","-","-","-","70","-","180","240"
"813","2016","North Ayrshire","Base","-","170","40","-","10","10","230"
"814","2016","North Lanarkshire","Base","10","280","50","-","30","-","360"
"815","2016","Orkney Islands","Base","-","-","-","50","-","120","160"
"816","2016","Perth and Kinross","Base","0","70","30","20","60","10","190"
"817","2016","Renfrewshire","Base","180","20","20","-","10","-","230"
"818","2016","Scotland","Base","2660","2870","810","460","880","820","8510"
"819","2016","Scottish Borders","Base","-","60","40","20","80","10","210"
"820","2016","Shetland Islands","Base","-","-","-","80","-","160","230"
"821","2016","South Ayrshire","Base","-","150","10","10","40","10","220"
"822","2016","South Lanarkshire","Base","70","220","30","-","30","10","350"
"823","2016","Stirling","Base","-","120","30","-","60","10","220"
"824","2016","West Dunbartonshire","Base","110","110","-","-","0","-","230"
"825","2016","West Lothian","Base","-","170","20","-","30","-","220"
"826","2017","Aberdeen City","Satisfied","74.6","-","*","-","-","-","72.8"
"827","2017","Aberdeenshire","Satisfied","-","81.5","*","*","51.2","*","62.6"
"828","2017","Angus","Satisfied","*","68.3","*","-","*","-","63.1"
"829","2017","Argyll and Bute","Satisfied","-","*","*","72.9","*","81.5","79.8"
"830","2017","Clackmannanshire","Satisfied","-","58.8","22.6","-","*","-","35.5"
"831","2017","Dumfries and Galloway","Satisfied","-","67.4","*","*","42.4","*","50.9"
"832","2017","Dundee City","Satisfied","76.6","-","-","-","*","-","76.5"
"833","2017","East Ayrshire","Satisfied","-","69.8","*","*","*","*","63.9"
"834","2017","East Dunbartonshire","Satisfied","70.1","79.2","*","-","*","-","74.6"
"835","2017","East Lothian","Satisfied","94.6","*","*","*","54.2","*","77.3"
"836","2017","East Renfrewshire","Satisfied","71.6","*","*","-","*","-","69.4"
"837","2017","Edinburgh, City of","Satisfied","88.9","-","*","-","*","-","87.5"
"838","2017","Falkirk","Satisfied","-","56.6","*","-","*","-","55"
"839","2017","Fife","Satisfied","-","71.2","65.8","-","61.8","-","69.1"
"840","2017","Glasgow City","Satisfied","71.9","-","-","-","*","-","71.8"
"841","2017","Highland","Satisfied","-","76.7","*","*","*","39.8","56.9"
"842","2017","Inverclyde","Satisfied","-","80.9","*","-","-","-","79.3"
"843","2017","Midlothian","Satisfied","-","78.5","*","-","*","-","74.6"
"844","2017","Moray","Satisfied","-","63.8","*","*","52.9","*","58.6"
"845","2017","Na h-Eileanan Siar","Satisfied","-","-","-","67.6","-","76.7","74"
"846","2017","North Ayrshire","Satisfied","-","76.5","*","-","*","*","72.8"
"847","2017","North Lanarkshire","Satisfied","*","69.7","*","-","*","-","68"
"848","2017","Orkney Islands","Satisfied","-","-","-","69.5","-","54.7","59.3"
"849","2017","Perth and Kinross","Satisfied","*","88.3","*","*","55.7","*","66.4"
"850","2017","Renfrewshire","Satisfied","81.7","*","*","-","*","-","76.8"
"851","2017","Scotland","Satisfied","78.5","70.1","57.3","65.6","47.7","51","68.7"
"852","2017","Scottish Borders","Satisfied","-","60.9","*","*","33.7","*","51.7"
"853","2017","Shetland Islands","Satisfied","-","-","-","68.2","-","73.2","71.7"
"854","2017","South Ayrshire","Satisfied","-","77.6","*","*","*","*","68.5"
"855","2017","South Lanarkshire","Satisfied","80.8","64.1","*","-","*","*","63.9"
"856","2017","Stirling","Satisfied","-","66.6","*","-","20.8","*","45"
"857","2017","West Dunbartonshire","Satisfied","71.4","69.8","-","-","-","-","70.7"
"858","2017","West Lothian","Satisfied","-","58.6","*","-","*","-","55.8"
"859","2017","Aberdeen City","Neither satisfied nor dissatisfied","10.5","-","*","-","-","-","10.4"
"860","2017","Aberdeenshire","Neither satisfied nor dissatisfied","-","8.8","*","*","14.3","*","13"
"861","2017","Angus","Neither satisfied nor dissatisfied","*","25.3","*","-","*","-","26.7"
"862","2017","Argyll and Bute","Neither satisfied nor dissatisfied","-","*","*","16.8","*","3.9","7.5"
"863","2017","Clackmannanshire","Neither satisfied nor dissatisfied","-","34.9","63","-","*","-","48.4"
"864","2017","Dumfries and Galloway","Neither satisfied nor dissatisfied","-","27.8","*","*","26.9","*","28"
"865","2017","Dundee City","Neither satisfied nor dissatisfied","11.1","-","-","-","*","-","11.4"
"866","2017","East Ayrshire","Neither satisfied nor dissatisfied","-","15.2","*","*","*","*","18.6"
"867","2017","East Dunbartonshire","Neither satisfied nor dissatisfied","9.9","16.6","*","-","*","-","11.7"
"868","2017","East Lothian","Neither satisfied nor dissatisfied","5.4","*","*","*","27.2","*","13.5"
"869","2017","East Renfrewshire","Neither satisfied nor dissatisfied","12.3","*","*","-","*","-","11.1"
"870","2017","Edinburgh, City of","Neither satisfied nor dissatisfied","5.9","-","*","-","*","-","6.3"
"871","2017","Falkirk","Neither satisfied nor dissatisfied","-","25.5","*","-","*","-","27.2"
"872","2017","Fife","Neither satisfied nor dissatisfied","-","18.4","23.5","-","13.4","-","18.2"
"873","2017","Glasgow City","Neither satisfied nor dissatisfied","14.7","-","-","-","*","-","14.6"
"874","2017","Highland","Neither satisfied nor dissatisfied","-","14.6","*","*","*","26.1","20.6"
"875","2017","Inverclyde","Neither satisfied nor dissatisfied","-","9.2","*","-","-","-","10.2"
"876","2017","Midlothian","Neither satisfied nor dissatisfied","-","11","*","-","*","-","11.6"
"877","2017","Moray","Neither satisfied nor dissatisfied","-","17.6","*","*","21.9","*","18"
"878","2017","Na h-Eileanan Siar","Neither satisfied nor dissatisfied","-","-","-","25.1","-","14.3","17.6"
"879","2017","North Ayrshire","Neither satisfied nor dissatisfied","-","11.4","*","-","*","*","10.9"
"880","2017","North Lanarkshire","Neither satisfied nor dissatisfied","*","8.7","*","-","*","-","9.4"
"881","2017","Orkney Islands","Neither satisfied nor dissatisfied","-","-","-","18.5","-","20.8","20"
"882","2017","Perth and Kinross","Neither satisfied nor dissatisfied","*","7.6","*","*","12.1","*","19.1"
"883","2017","Renfrewshire","Neither satisfied nor dissatisfied","8.2","*","*","-","*","-","9.4"
"884","2017","Scotland","Neither satisfied nor dissatisfied","10.4","15.3","21.4","19","23.6","21.8","15.3"
"885","2017","Scottish Borders","Neither satisfied nor dissatisfied","-","29.8","*","*","49","*","34.9"
"886","2017","Shetland Islands","Neither satisfied nor dissatisfied","-","-","-","20.8","-","15.4","17.1"
"887","2017","South Ayrshire","Neither satisfied nor dissatisfied","-","10.6","*","*","*","*","14.2"
"888","2017","South Lanarkshire","Neither satisfied nor dissatisfied","13.4","15.7","*","-","*","*","14.6"
"889","2017","Stirling","Neither satisfied nor dissatisfied","-","20.7","*","-","34.8","*","30.1"
"890","2017","West Dunbartonshire","Neither satisfied nor dissatisfied","8.9","8.3","-","-","-","-","8.7"
"891","2017","West Lothian","Neither satisfied nor dissatisfied","-","17.4","*","-","*","-","19.1"
"892","2017","Aberdeen City","Dissatisfied","14.9","-","*","-","-","-","16.8"
"893","2017","Aberdeenshire","Dissatisfied","-","9.7","*","*","34.5","*","24.4"
"894","2017","Angus","Dissatisfied","*","6.4","*","-","*","-","10.3"
"895","2017","Argyll and Bute","Dissatisfied","-","*","*","10.2","*","14.6","12.7"
"896","2017","Clackmannanshire","Dissatisfied","-","6.4","14.4","-","*","-","16.1"
"897","2017","Dumfries and Galloway","Dissatisfied","-","4.8","*","*","30.7","*","21.1"
"898","2017","Dundee City","Dissatisfied","12.3","-","-","-","*","-","12.1"
"899","2017","East Ayrshire","Dissatisfied","-","15","*","*","*","*","17.5"
"900","2017","East Dunbartonshire","Dissatisfied","20","4.2","*","-","*","-","13.7"
"901","2017","East Lothian","Dissatisfied","-","*","*","*","18.5","*","9.2"
"902","2017","East Renfrewshire","Dissatisfied","16.1","*","*","-","*","-","19.5"
"903","2017","Edinburgh, City of","Dissatisfied","5.2","-","*","-","*","-","6.2"
"904","2017","Falkirk","Dissatisfied","-","17.9","*","-","*","-","17.8"
"905","2017","Fife","Dissatisfied","-","10.4","10.7","-","24.8","-","12.7"
"906","2017","Glasgow City","Dissatisfied","13.5","-","-","-","*","-","13.6"
"907","2017","Highland","Dissatisfied","-","8.6","*","*","*","34.2","22.5"
"908","2017","Inverclyde","Dissatisfied","-","9.9","*","-","-","-","10.4"
"909","2017","Midlothian","Dissatisfied","-","10.6","*","-","*","-","13.7"
"910","2017","Moray","Dissatisfied","-","18.6","*","*","25.2","*","23.4"
"911","2017","Na h-Eileanan Siar","Dissatisfied","-","-","-","7.3","-","8.9","8.5"
"912","2017","North Ayrshire","Dissatisfied","-","12.1","*","-","*","*","16.3"
"913","2017","North Lanarkshire","Dissatisfied","*","21.6","*","-","*","-","22.6"
"914","2017","Orkney Islands","Dissatisfied","-","-","-","12","-","24.6","20.7"
"915","2017","Perth and Kinross","Dissatisfied","*","4.1","*","*","32.2","*","14.5"
"916","2017","Renfrewshire","Dissatisfied","10.1","*","*","-","*","-","13.9"
"917","2017","Scotland","Dissatisfied","11.1","14.6","21.4","15.4","28.7","27.2","16"
"918","2017","Scottish Borders","Dissatisfied","-","9.3","*","*","17.3","*","13.3"
"919","2017","Shetland Islands","Dissatisfied","-","-","-","11","-","11.4","11.3"
"920","2017","South Ayrshire","Dissatisfied","-","11.8","*","*","*","*","17.4"
"921","2017","South Lanarkshire","Dissatisfied","5.8","20.2","*","-","*","*","21.5"
"922","2017","Stirling","Dissatisfied","-","12.8","*","-","44.4","*","24.9"
"923","2017","West Dunbartonshire","Dissatisfied","19.7","21.8","-","-","-","-","20.6"
"924","2017","West Lothian","Dissatisfied","-","24","*","-","*","-","25.1"
"925","2017","Aberdeen City","All","100","-","100","-","-","-","100"
"926","2017","Aberdeenshire","All","-","100","100","100","100","100","100"
"927","2017","Angus","All","100","100","100","-","100","-","100"
"928","2017","Argyll and Bute","All","-","100","100","100","100","100","100"
"929","2017","Clackmannanshire","All","-","100","100","-","100","-","100"
"930","2017","Dumfries and Galloway","All","-","100","100","100","100","100","100"
"931","2017","Dundee City","All","100","-","-","-","100","-","100"
"932","2017","East Ayrshire","All","-","100","100","100","100","100","100"
"933","2017","East Dunbartonshire","All","100","100","100","-","100","-","100"
"934","2017","East Lothian","All","100","100","100","100","100","100","100"
"935","2017","East Renfrewshire","All","100","100","100","-","100","-","100"
"936","2017","Edinburgh, City of","All","100","-","100","-","100","-","100"
"937","2017","Falkirk","All","-","100","100","-","100","-","100"
"938","2017","Fife","All","-","100","100","-","100","-","100"
"939","2017","Glasgow City","All","100","-","-","-","100","-","100"
"940","2017","Highland","All","-","100","100","100","100","100","100"
"941","2017","Inverclyde","All","-","100","100","-","-","-","100"
"942","2017","Midlothian","All","-","100","100","-","100","-","100"
"943","2017","Moray","All","-","100","100","100","100","100","100"
"944","2017","Na h-Eileanan Siar","All","-","-","-","100","-","100","100"
"945","2017","North Ayrshire","All","-","100","100","-","100","100","100"
"946","2017","North Lanarkshire","All","100","100","100","-","100","-","100"
"947","2017","Orkney Islands","All","-","-","-","100","-","100","100"
"948","2017","Perth and Kinross","All","100","100","100","100","100","100","100"
"949","2017","Renfrewshire","All","100","100","100","-","100","-","100"
"950","2017","Scotland","All","100","100","100","100","100","100","100"
"951","2017","Scottish Borders","All","-","100","100","100","100","100","100"
"952","2017","Shetland Islands","All","-","-","-","100","-","100","100"
"953","2017","South Ayrshire","All","-","100","100","100","100","100","100"
"954","2017","South Lanarkshire","All","100","100","100","-","100","100","100"
"955","2017","Stirling","All","-","100","100","-","100","100","100"
"956","2017","West Dunbartonshire","All","100","100","-","-","-","-","100"
"957","2017","West Lothian","All","-","100","100","-","100","-","100"
"958","2017","Aberdeen City","Base","320","-","10","-","-","-","330"
"959","2017","Aberdeenshire","Base","-","90","40","20","90","40","280"
"960","2017","Angus","Base","10","100","30","-","40","-","180"
"961","2017","Argyll and Bute","Base","-","40","0","60","10","70","180"
"962","2017","Clackmannanshire","Base","-","90","100","-","30","-","230"
"963","2017","Dumfries and Galloway","Base","-","60","40","20","60","40","220"
"964","2017","Dundee City","Base","210","-","-","-","0","-","210"
"965","2017","East Ayrshire","Base","-","90","40","30","40","20","210"
"966","2017","East Dunbartonshire","Base","120","70","20","-","10","-","210"
"967","2017","East Lothian","Base","60","50","50","30","50","0","240"
"968","2017","East Renfrewshire","Base","140","30","20","-","10","-","200"
"969","2017","Edinburgh, City of","Base","660","-","20","-","0","-","680"
"970","2017","Falkirk","Base","-","210","0","-","20","-","230"
"971","2017","Fife","Base","-","300","60","-","70","-","430"
"972","2017","Glasgow City","Base","770","-","-","-","0","-","770"
"973","2017","Highland","Base","-","90","10","40","30","100","270"
"974","2017","Inverclyde","Base","-","220","20","-","-","-","240"
"975","2017","Midlothian","Base","-","180","20","-","40","-","240"
"976","2017","Moray","Base","-","60","20","20","70","20","190"
"977","2017","Na h-Eileanan Siar","Base","-","-","-","100","-","200","300"
"978","2017","North Ayrshire","Base","-","130","40","-","10","10","180"
"979","2017","North Lanarkshire","Base","10","290","40","-","20","-","350"
"980","2017","Orkney Islands","Base","-","-","-","60","-","150","210"
"981","2017","Perth and Kinross","Base","0","70","30","20","60","20","200"
"982","2017","Renfrewshire","Base","160","20","10","-","10","-","200"
"983","2017","Scotland","Base","2600","3070","760","490","850","870","8630"
"984","2017","Scottish Borders","Base","-","50","30","20","60","10","180"
"985","2017","Shetland Islands","Base","-","-","-","70","-","150","220"
"986","2017","South Ayrshire","Base","-","150","10","10","40","10","210"
"987","2017","South Lanarkshire","Base","50","240","40","-","30","10","360"
"988","2017","Stirling","Base","-","130","40","-","60","10","250"
"989","2017","West Dunbartonshire","Base","110","90","-","-","-","-","190"
"990","2017","West Lothian","Base","-","220","30","-","10","-","260"
"991","2018","Aberdeen City","Satisfied","64.5","-","*","-","-","-","64.1"
"992","2018","Aberdeenshire","Satisfied","-","73.1","*","*","32.2","*","42.3"
"993","2018","Angus","Satisfied","*","81.3","*","-","*","*","68"
"994","2018","Argyll and Bute","Satisfied","-","*","*","72.6","*","64.3","68.3"
"995","2018","Clackmannanshire","Satisfied","-","67.8","54.3","-","*","-","58.1"
"996","2018","Dumfries and Galloway","Satisfied","-","59.4","*","*","*","*","54.8"
"997","2018","Dundee City","Satisfied","79.9","-","-","-","*","-","80"
"998","2018","East Ayrshire","Satisfied","-","77","*","*","*","*","66.7"
"999","2018","East Dunbartonshire","Satisfied","70.8","73.8","*","-","*","-","71.2"
"1000","2018","East Lothian","Satisfied","86.6","*","*","*","60.7","*","74.6"
"1001","2018","East Renfrewshire","Satisfied","76.3","*","*","-","*","-","66.6"
"1002","2018","Edinburgh, City of","Satisfied","89.2","-","*","-","*","-","87.7"
"1003","2018","Falkirk","Satisfied","-","40.3","*","-","*","-","40.2"
"1004","2018","Fife","Satisfied","-","68.2","75.7","-","51.4","-","66.2"
"1005","2018","Glasgow City","Satisfied","74.4","-","-","-","*","-","74.3"
"1006","2018","Highland","Satisfied","-","66.7","*","*","*","33.9","50"
"1007","2018","Inverclyde","Satisfied","-","78.2","*","-","*","-","76.5"
"1008","2018","Midlothian","Satisfied","-","85.6","*","-","*","-","82.2"
"1009","2018","Moray","Satisfied","-","43.7","*","*","42.3","*","39.9"
"1010","2018","Na h-Eileanan Siar","Satisfied","-","-","-","50.8","-","73.5","66.7"
"1011","2018","North Ayrshire","Satisfied","-","71.8","*","-","*","*","69.1"
"1012","2018","North Lanarkshire","Satisfied","*","61","*","-","*","-","56.1"
"1013","2018","Orkney Islands","Satisfied","-","-","-","62","-","38.3","46.2"
"1014","2018","Perth and Kinross","Satisfied","*","81.4","*","*","56.7","*","71.2"
"1015","2018","Renfrewshire","Satisfied","65.9","*","*","-","*","-","65.4"
"1016","2018","Scotland","Satisfied","77","65.4","57.8","60.9","44","46.1","65.3"
"1017","2018","Scottish Borders","Satisfied","-","*","*","*","46.1","*","54.4"
"1018","2018","Shetland Islands","Satisfied","-","-","-","69.2","-","60.5","62.8"
"1019","2018","South Ayrshire","Satisfied","-","64.4","*","*","*","*","58.8"
"1020","2018","South Lanarkshire","Satisfied","68.4","70.2","*","-","*","*","61"
"1021","2018","Stirling","Satisfied","-","56.7","*","-","*","*","50.3"
"1022","2018","West Dunbartonshire","Satisfied","72","75.5","-","-","*","-","73.3"
"1023","2018","West Lothian","Satisfied","-","51.6","*","-","*","-","48"
"1024","2018","Aberdeen City","Neither satisfied nor dissatisfied","13.7","-","*","-","-","-","13.9"
"1025","2018","Aberdeenshire","Neither satisfied nor dissatisfied","-","5.7","*","*","6.9","*","10.7"
"1026","2018","Angus","Neither satisfied nor dissatisfied","*","11.1","*","-","*","*","14"
"1027","2018","Argyll and Bute","Neither satisfied nor dissatisfied","-","*","*","18","*","7.3","10.3"
"1028","2018","Clackmannanshire","Neither satisfied nor dissatisfied","-","20.2","30.1","-","*","-","24.6"
"1029","2018","Dumfries and Galloway","Neither satisfied nor dissatisfied","-","18.3","*","*","*","*","17"
"1030","2018","Dundee City","Neither satisfied nor dissatisfied","11.6","-","-","-","*","-","11.6"
"1031","2018","East Ayrshire","Neither satisfied nor dissatisfied","-","17.4","*","*","*","*","21"
"1032","2018","East Dunbartonshire","Neither satisfied nor dissatisfied","13.2","11.8","*","-","*","-","12.4"
"1033","2018","East Lothian","Neither satisfied nor dissatisfied","5.8","*","*","*","12.1","*","12"
"1034","2018","East Renfrewshire","Neither satisfied nor dissatisfied","14.5","*","*","-","*","-","19"
"1035","2018","Edinburgh, City of","Neither satisfied nor dissatisfied","5.8","-","*","-","*","-","6.6"
"1036","2018","Falkirk","Neither satisfied nor dissatisfied","-","35.4","*","-","*","-","35"
"1037","2018","Fife","Neither satisfied nor dissatisfied","-","16","10.6","-","13.3","-","14.8"
"1038","2018","Glasgow City","Neither satisfied nor dissatisfied","13","-","-","-","*","-","13.2"
"1039","2018","Highland","Neither satisfied nor dissatisfied","-","17","*","*","*","19.8","19.6"
"1040","2018","Inverclyde","Neither satisfied nor dissatisfied","-","12.9","*","-","*","-","12.3"
"1041","2018","Midlothian","Neither satisfied nor dissatisfied","-","6.7","*","-","*","-","7.9"
"1042","2018","Moray","Neither satisfied nor dissatisfied","-","20.3","*","*","13.6","*","17.5"
"1043","2018","Na h-Eileanan Siar","Neither satisfied nor dissatisfied","-","-","-","42.6","-","14.2","22.7"
"1044","2018","North Ayrshire","Neither satisfied nor dissatisfied","-","19","*","-","*","*","17"
"1045","2018","North Lanarkshire","Neither satisfied nor dissatisfied","*","17.9","*","-","*","-","19.2"
"1046","2018","Orkney Islands","Neither satisfied nor dissatisfied","-","-","-","23.8","-","15.9","18.5"
"1047","2018","Perth and Kinross","Neither satisfied nor dissatisfied","*","5.3","*","*","10.7","*","7.5"
"1048","2018","Renfrewshire","Neither satisfied nor dissatisfied","20.5","*","*","-","*","-","17.1"
"1049","2018","Scotland","Neither satisfied nor dissatisfied","11.4","17.2","17.6","20","18.3","15.1","15.2"
"1050","2018","Scottish Borders","Neither satisfied nor dissatisfied","-","*","*","*","19.6","*","22.8"
"1051","2018","Shetland Islands","Neither satisfied nor dissatisfied","-","-","-","12.2","-","21.1","18.7"
"1052","2018","South Ayrshire","Neither satisfied nor dissatisfied","-","17.2","*","*","*","*","19.3"
"1053","2018","South Lanarkshire","Neither satisfied nor dissatisfied","17","8.5","*","-","*","*","13"
"1054","2018","Stirling","Neither satisfied nor dissatisfied","-","30.9","*","-","*","*","25.9"
"1055","2018","West Dunbartonshire","Neither satisfied nor dissatisfied","10.1","10.6","-","-","*","-","10.2"
"1056","2018","West Lothian","Neither satisfied nor dissatisfied","-","26.9","*","-","*","-","31.6"
"1057","2018","Aberdeen City","Dissatisfied","21.9","-","*","-","-","-","22"
"1058","2018","Aberdeenshire","Dissatisfied","-","21.2","*","*","60.9","*","47.1"
"1059","2018","Angus","Dissatisfied","*","7.6","*","-","*","*","17.9"
"1060","2018","Argyll and Bute","Dissatisfied","-","*","*","9.4","*","28.4","21.5"
"1061","2018","Clackmannanshire","Dissatisfied","-","11.9","15.6","-","*","-","17.3"
"1062","2018","Dumfries and Galloway","Dissatisfied","-","22.3","*","*","*","*","28.2"
"1063","2018","Dundee City","Dissatisfied","8.4","-","-","-","*","-","8.4"
"1064","2018","East Ayrshire","Dissatisfied","-","5.6","*","*","*","*","12.4"
"1065","2018","East Dunbartonshire","Dissatisfied","16","14.4","*","-","*","-","16.4"
"1066","2018","East Lothian","Dissatisfied","7.6","*","*","*","27.2","*","13.4"
"1067","2018","East Renfrewshire","Dissatisfied","9.2","*","*","-","*","-","14.4"
"1068","2018","Edinburgh, City of","Dissatisfied","5","-","*","-","*","-","5.7"
"1069","2018","Falkirk","Dissatisfied","-","24.3","*","-","*","-","24.9"
"1070","2018","Fife","Dissatisfied","-","15.8","13.7","-","35.3","-","19.1"
"1071","2018","Glasgow City","Dissatisfied","12.6","-","-","-","*","-","12.5"
"1072","2018","Highland","Dissatisfied","-","16.3","*","*","*","46.2","30.4"
"1073","2018","Inverclyde","Dissatisfied","-","9","*","-","*","-","11.2"
"1074","2018","Midlothian","Dissatisfied","-","7.7","*","-","*","-","9.9"
"1075","2018","Moray","Dissatisfied","-","36","*","*","44.2","*","42.6"
"1076","2018","Na h-Eileanan Siar","Dissatisfied","-","-","-","6.6","-","12.3","10.6"
"1077","2018","North Ayrshire","Dissatisfied","-","9.2","*","-","*","*","13.8"
"1078","2018","North Lanarkshire","Dissatisfied","*","21.1","*","-","*","-","24.6"
"1079","2018","Orkney Islands","Dissatisfied","-","-","-","14.2","-","45.8","35.3"
"1080","2018","Perth and Kinross","Dissatisfied","*","13.3","*","*","32.5","*","21.3"
"1081","2018","Renfrewshire","Dissatisfied","13.6","*","*","-","*","-","17.5"
"1082","2018","Scotland","Dissatisfied","11.6","17.4","24.7","19.2","37.7","38.8","19.5"
"1083","2018","Scottish Borders","Dissatisfied","-","*","*","*","34.3","*","22.8"
"1084","2018","Shetland Islands","Dissatisfied","-","-","-","18.6","-","18.4","18.5"
"1085","2018","South Ayrshire","Dissatisfied","-","18.4","*","*","*","*","21.9"
"1086","2018","South Lanarkshire","Dissatisfied","14.6","21.3","*","-","*","*","26"
"1087","2018","Stirling","Dissatisfied","-","12.5","*","-","*","*","23.9"
"1088","2018","West Dunbartonshire","Dissatisfied","18","14","-","-","*","-","16.5"
"1089","2018","West Lothian","Dissatisfied","-","21.5","*","-","*","-","20.4"
"1090","2018","Aberdeen City","All","100","-","100","-","-","-","100"
"1091","2018","Aberdeenshire","All","-","100","100","100","100","100","100"
"1092","2018","Angus","All","100","100","100","-","100","100","100"
"1093","2018","Argyll and Bute","All","-","100","100","100","100","100","100"
"1094","2018","Clackmannanshire","All","-","100","100","-","100","-","100"
"1095","2018","Dumfries and Galloway","All","-","100","100","100","100","100","100"
"1096","2018","Dundee City","All","100","-","-","-","100","-","100"
"1097","2018","East Ayrshire","All","-","100","100","100","100","100","100"
"1098","2018","East Dunbartonshire","All","100","100","100","-","100","-","100"
"1099","2018","East Lothian","All","100","100","100","100","100","100","100"
"1100","2018","East Renfrewshire","All","100","100","100","-","100","-","100"
"1101","2018","Edinburgh, City of","All","100","-","100","-","100","-","100"
"1102","2018","Falkirk","All","-","100","100","-","100","-","100"
"1103","2018","Fife","All","-","100","100","-","100","-","100"
"1104","2018","Glasgow City","All","100","-","-","-","100","-","100"
"1105","2018","Highland","All","-","100","100","100","100","100","100"
"1106","2018","Inverclyde","All","-","100","100","-","100","-","100"
"1107","2018","Midlothian","All","-","100","100","-","100","-","100"
"1108","2018","Moray","All","-","100","100","100","100","100","100"
"1109","2018","Na h-Eileanan Siar","All","-","-","-","100","-","100","100"
"1110","2018","North Ayrshire","All","-","100","100","-","100","100","100"
"1111","2018","North Lanarkshire","All","100","100","100","-","100","-","100"
"1112","2018","Orkney Islands","All","-","-","-","100","-","100","100"
"1113","2018","Perth and Kinross","All","100","100","100","100","100","100","100"
