"","Year","Council","serv5g","Large urban areas","Other urban areas","Accessible small towns","Remote small towns","Accessible rural","Remote rural","All"
"1114","2018","Renfrewshire","All","100","100","100","-","100","-","100"
"1115","2018","Scotland","All","100","100","100","100","100","100","100"
"1116","2018","Scottish Borders","All","-","100","100","100","100","100","100"
"1117","2018","Shetland Islands","All","-","-","-","100","-","100","100"
"1118","2018","South Ayrshire","All","-","100","100","100","100","100","100"
"1119","2018","South Lanarkshire","All","100","100","100","-","100","100","100"
"1120","2018","Stirling","All","-","100","100","-","100","100","100"
"1121","2018","West Dunbartonshire","All","100","100","-","-","100","-","100"
"1122","2018","West Lothian","All","-","100","100","-","100","-","100"
"1123","2018","Aberdeen City","Base","280","-","10","-","-","-","290"
"1124","2018","Aberdeenshire","Base","-","80","40","30","110","50","310"
"1125","2018","Angus","Base","20","90","10","-","40","0","160"
"1126","2018","Argyll and Bute","Base","-","30","0","50","10","80","180"
"1127","2018","Clackmannanshire","Base","-","70","80","-","30","-","180"
"1128","2018","Dumfries and Galloway","Base","-","70","30","20","40","50","200"
"1129","2018","Dundee City","Base","220","-","-","-","0","-","220"
"1130","2018","East Ayrshire","Base","-","70","30","20","40","20","180"
"1131","2018","East Dunbartonshire","Base","140","60","20","-","10","-","220"
"1132","2018","East Lothian","Base","60","40","40","30","50","10","230"
"1133","2018","East Renfrewshire","Base","150","50","20","-","10","-","220"
"1134","2018","Edinburgh, City of","Base","690","-","20","-","0","-","720"
"1135","2018","Falkirk","Base","-","160","10","-","10","-","170"
"1136","2018","Fife","Base","-","320","70","-","90","-","480"
"1137","2018","Glasgow City","Base","780","-","-","-","0","-","780"
"1138","2018","Highland","Base","-","80","20","40","20","110","270"
"1139","2018","Inverclyde","Base","-","170","30","-","0","-","200"
"1140","2018","Midlothian","Base","-","190","20","-","30","-","240"
"1141","2018","Moray","Base","-","70","10","20","50","20","180"
"1142","2018","Na h-Eileanan Siar","Base","-","-","-","80","-","180","250"
"1143","2018","North Ayrshire","Base","-","120","40","-","0","10","170"
"1144","2018","North Lanarkshire","Base","10","290","30","-","30","-","360"
"1145","2018","Orkney Islands","Base","-","-","-","80","-","140","230"
"1146","2018","Perth and Kinross","Base","0","60","20","20","70","30","190"
"1147","2018","Renfrewshire","Base","160","20","20","-","10","-","210"
"1148","2018","Scotland","Base","2640","2720","720","480","830","870","8250"
"1149","2018","Scottish Borders","Base","-","50","40","10","60","10","180"
"1150","2018","Shetland Islands","Base","-","-","-","60","-","150","200"
"1151","2018","South Ayrshire","Base","-","110","10","10","30","10","170"
"1152","2018","South Lanarkshire","Base","70","180","40","-","30","10","330"
"1153","2018","Stirling","Base","-","100","20","-","40","10","170"
"1154","2018","West Dunbartonshire","Base","90","80","-","-","0","-","170"
"1155","2018","West Lothian","Base","-","160","20","-","20","-","200"
"1156","2019","Aberdeen City","Satisfied","58.5","-","*","-","-","-","59.3"
"1157","2019","Aberdeenshire","Satisfied","-","72.5","*","*","44.3","*","57.8"
"1158","2019","Angus","Satisfied","*","81.9","*","-","54.2","*","69.8"
"1159","2019","Argyll and Bute","Satisfied","-","*","*","81.2","*","61","67"
"1160","2019","Clackmannanshire","Satisfied","-","65.9","55.7","-","*","-","57.1"
"1161","2019","Dumfries and Galloway","Satisfied","-","59.8","*","*","*","54.2","53.2"
"1162","2019","Dundee City","Satisfied","72.2","-","-","-","-","-","72.2"
"1163","2019","East Ayrshire","Satisfied","-","69.1","*","*","*","*","48.6"
"1164","2019","East Dunbartonshire","Satisfied","55.7","76.2","*","-","*","-","61.3"
"1165","2019","East Lothian","Satisfied","87.4","86.3","*","*","74.9","*","81.1"
"1166","2019","East Renfrewshire","Satisfied","68.2","*","*","-","*","-","65.7"
"1167","2019","Edinburgh, City of","Satisfied","89.5","-","*","-","*","-","87.9"
"1168","2019","Falkirk","Satisfied","-","55","-","-","*","-","53.7"
"1169","2019","Fife","Satisfied","-","79.7","66.5","-","57.2","-","74.2"
"1170","2019","Glasgow City","Satisfied","79","-","-","-","*","-","79"
"1171","2019","Highland","Satisfied","-","70.2","*","45.3","*","35.5","48.4"
"1172","2019","Inverclyde","Satisfied","-","76.5","*","-","-","-","75.8"
"1173","2019","Midlothian","Satisfied","-","82.7","*","-","*","-","80.5"
"1174","2019","Moray","Satisfied","-","60.4","*","*","*","*","51.6"
"1175","2019","Na h-Eileanan Siar","Satisfied","-","-","-","49.5","-","63.4","60.3"
"1176","2019","North Ayrshire","Satisfied","-","76.4","*","-","*","*","72.6"
"1177","2019","North Lanarkshire","Satisfied","*","74.5","*","-","*","-","70.3"
"1178","2019","Orkney Islands","Satisfied","-","-","-","82.8","-","51.3","61.3"
"1179","2019","Perth and Kinross","Satisfied","-","80.1","*","*","53.4","*","68.4"
"1180","2019","Renfrewshire","Satisfied","61.6","*","*","-","*","-","58.2"
"1181","2019","Scotland","Satisfied","76.5","70.8","60","60","49","47.8","67.8"
"1182","2019","Scottish Borders","Satisfied","-","*","*","*","44","*","50.2"
"1183","2019","Shetland Islands","Satisfied","-","-","-","67.3","-","63.6","64.7"
"1184","2019","South Ayrshire","Satisfied","-","41.7","*","*","*","*","43.8"
"1185","2019","South Lanarkshire","Satisfied","81.2","65.6","*","-","*","*","61.1"
"1186","2019","Stirling","Satisfied","-","76","*","-","*","*","62.6"
"1187","2019","West Dunbartonshire","Satisfied","74.7","79.4","-","-","*","-","77.3"
"1188","2019","West Lothian","Satisfied","-","64.9","*","-","*","-","67.1"
"1189","2019","Aberdeen City","Neither satisfied nor dissatisfied","18.7","-","*","-","-","-","18.1"
"1190","2019","Aberdeenshire","Neither satisfied nor dissatisfied","-","8.8","*","*","6.3","*","6.9"
"1191","2019","Angus","Neither satisfied nor dissatisfied","*","8.7","*","-","28.4","*","17.4"
"1192","2019","Argyll and Bute","Neither satisfied nor dissatisfied","-","*","*","7.9","*","2.1","5.9"
"1193","2019","Clackmannanshire","Neither satisfied nor dissatisfied","-","25.1","26","-","*","-","23.5"
"1194","2019","Dumfries and Galloway","Neither satisfied nor dissatisfied","-","20.7","*","*","*","14","23.5"
"1195","2019","Dundee City","Neither satisfied nor dissatisfied","19.4","-","-","-","-","-","19.4"
"1196","2019","East Ayrshire","Neither satisfied nor dissatisfied","-","25","*","*","*","*","40.2"
"1197","2019","East Dunbartonshire","Neither satisfied nor dissatisfied","18.2","5.4","*","-","*","-","14.3"
"1198","2019","East Lothian","Neither satisfied nor dissatisfied","8","12.3","*","*","9.2","*","9.1"
"1199","2019","East Renfrewshire","Neither satisfied nor dissatisfied","18.4","*","*","-","*","-","20.1"
"1200","2019","Edinburgh, City of","Neither satisfied nor dissatisfied","7.8","-","*","-","*","-","8.3"
"1201","2019","Falkirk","Neither satisfied nor dissatisfied","-","18.8","-","-","*","-","18.5"
"1202","2019","Fife","Neither satisfied nor dissatisfied","-","14","21.2","-","24.5","-","16.7"
"1203","2019","Glasgow City","Neither satisfied nor dissatisfied","11.1","-","-","-","*","-","11.1"
"1204","2019","Highland","Neither satisfied nor dissatisfied","-","14.1","*","17.7","*","19.5","18.3"
"1205","2019","Inverclyde","Neither satisfied nor dissatisfied","-","16.4","*","-","-","-","16.4"
"1206","2019","Midlothian","Neither satisfied nor dissatisfied","-","10.2","*","-","*","-","11.1"
"1207","2019","Moray","Neither satisfied nor dissatisfied","-","21.6","*","*","*","*","21.1"
"1208","2019","Na h-Eileanan Siar","Neither satisfied nor dissatisfied","-","-","-","41.7","-","26.7","30"
"1209","2019","North Ayrshire","Neither satisfied nor dissatisfied","-","18.1","*","-","*","*","16"
"1210","2019","North Lanarkshire","Neither satisfied nor dissatisfied","*","8.9","*","-","*","-","10.5"
"1211","2019","Orkney Islands","Neither satisfied nor dissatisfied","-","-","-","5.1","-","11.1","9.2"
"1212","2019","Perth and Kinross","Neither satisfied nor dissatisfied","-","14.1","*","*","18.6","*","15.1"
"1213","2019","Renfrewshire","Neither satisfied nor dissatisfied","21.4","*","*","-","*","-","21"
"1214","2019","Scotland","Neither satisfied nor dissatisfied","13","16.6","20.5","19.6","21.8","16.2","16.3"
"1215","2019","Scottish Borders","Neither satisfied nor dissatisfied","-","*","*","*","27","*","26.6"
"1216","2019","Shetland Islands","Neither satisfied nor dissatisfied","-","-","-","21","-","16.6","17.9"
"1217","2019","South Ayrshire","Neither satisfied nor dissatisfied","-","54.2","*","*","*","*","50.6"
"1218","2019","South Lanarkshire","Neither satisfied nor dissatisfied","12.2","20.9","*","-","*","*","21.8"
"1219","2019","Stirling","Neither satisfied nor dissatisfied","-","8.3","*","-","*","*","15.9"
"1220","2019","West Dunbartonshire","Neither satisfied nor dissatisfied","11.8","6.2","-","-","*","-","8.8"
"1221","2019","West Lothian","Neither satisfied nor dissatisfied","-","22.3","*","-","*","-","20"
"1222","2019","Aberdeen City","Dissatisfied","22.8","-","*","-","-","-","22.6"
"1223","2019","Aberdeenshire","Dissatisfied","-","18.7","*","*","49.4","*","35.3"
"1224","2019","Angus","Dissatisfied","*","9.4","*","-","17.4","*","12.9"
"1225","2019","Argyll and Bute","Dissatisfied","-","*","*","10.9","*","37","27.2"
"1226","2019","Clackmannanshire","Dissatisfied","-","8.9","18.3","-","*","-","19.4"
"1227","2019","Dumfries and Galloway","Dissatisfied","-","19.5","*","*","*","31.9","23.3"
"1228","2019","Dundee City","Dissatisfied","8.4","-","-","-","-","-","8.4"
"1229","2019","East Ayrshire","Dissatisfied","-","5.9","*","*","*","*","11.2"
"1230","2019","East Dunbartonshire","Dissatisfied","26.1","18.4","*","-","*","-","24.4"
"1231","2019","East Lothian","Dissatisfied","4.6","1.4","*","*","15.9","*","9.8"
"1232","2019","East Renfrewshire","Dissatisfied","13.3","*","*","-","*","-","14.2"
"1233","2019","Edinburgh, City of","Dissatisfied","2.8","-","*","-","*","-","3.9"
"1234","2019","Falkirk","Dissatisfied","-","26.3","-","-","*","-","27.9"
"1235","2019","Fife","Dissatisfied","-","6.3","12.3","-","18.3","-","9.1"
"1236","2019","Glasgow City","Dissatisfied","9.9","-","-","-","*","-","9.9"
"1237","2019","Highland","Dissatisfied","-","15.7","*","37","*","45","33.3"
"1238","2019","Inverclyde","Dissatisfied","-","7.1","*","-","-","-","7.9"
"1239","2019","Midlothian","Dissatisfied","-","7.1","*","-","*","-","8.4"
"1240","2019","Moray","Dissatisfied","-","18","*","*","*","*","27.2"
"1241","2019","Na h-Eileanan Siar","Dissatisfied","-","-","-","8.7","-","10","9.7"
"1242","2019","North Ayrshire","Dissatisfied","-","5.4","*","-","*","*","11.3"
"1243","2019","North Lanarkshire","Dissatisfied","*","16.6","*","-","*","-","19.3"
"1244","2019","Orkney Islands","Dissatisfied","-","-","-","12.1","-","37.7","29.5"
"1245","2019","Perth and Kinross","Dissatisfied","-","5.8","*","*","28","*","16.5"
"1246","2019","Renfrewshire","Dissatisfied","17","*","*","-","*","-","20.7"
"1247","2019","Scotland","Dissatisfied","10.4","12.7","19.5","20.4","29.2","36","15.9"
"1248","2019","Scottish Borders","Dissatisfied","-","*","*","*","29","*","23.2"
"1249","2019","Shetland Islands","Dissatisfied","-","-","-","11.7","-","19.8","17.4"
"1250","2019","South Ayrshire","Dissatisfied","-","4.1","*","*","*","*","5.6"
"1251","2019","South Lanarkshire","Dissatisfied","6.5","13.5","*","-","*","*","17.1"
"1252","2019","Stirling","Dissatisfied","-","15.7","*","-","*","*","21.5"
"1253","2019","West Dunbartonshire","Dissatisfied","13.5","14.4","-","-","*","-","13.9"
"1254","2019","West Lothian","Dissatisfied","-","12.8","*","-","*","-","12.8"
"1255","2019","Aberdeen City","All","100","-","100","-","-","-","100"
"1256","2019","Aberdeenshire","All","-","100","100","100","100","100","100"
"1257","2019","Angus","All","100","100","100","-","100","100","100"
"1258","2019","Argyll and Bute","All","-","100","100","100","100","100","100"
"1259","2019","Clackmannanshire","All","-","100","100","-","100","-","100"
"1260","2019","Dumfries and Galloway","All","-","100","100","100","100","100","100"
"1261","2019","Dundee City","All","100","-","-","-","-","-","100"
"1262","2019","East Ayrshire","All","-","100","100","100","100","100","100"
"1263","2019","East Dunbartonshire","All","100","100","100","-","100","-","100"
"1264","2019","East Lothian","All","100","100","100","100","100","100","100"
"1265","2019","East Renfrewshire","All","100","100","100","-","100","-","100"
"1266","2019","Edinburgh, City of","All","100","-","100","-","100","-","100"
"1267","2019","Falkirk","All","-","100","-","-","100","-","100"
"1268","2019","Fife","All","-","100","100","-","100","-","100"
"1269","2019","Glasgow City","All","100","-","-","-","100","-","100"
"1270","2019","Highland","All","-","100","100","100","100","100","100"
"1271","2019","Inverclyde","All","-","100","100","-","-","-","100"
"1272","2019","Midlothian","All","-","100","100","-","100","-","100"
"1273","2019","Moray","All","-","100","100","100","100","100","100"
"1274","2019","Na h-Eileanan Siar","All","-","-","-","100","-","100","100"
"1275","2019","North Ayrshire","All","-","100","100","-","100","100","100"
"1276","2019","North Lanarkshire","All","100","100","100","-","100","-","100"
"1277","2019","Orkney Islands","All","-","-","-","100","-","100","100"
"1278","2019","Perth and Kinross","All","-","100","100","100","100","100","100"
"1279","2019","Renfrewshire","All","100","100","100","-","100","-","100"
"1280","2019","Scotland","All","100","100","100","100","100","100","100"
"1281","2019","Scottish Borders","All","-","100","100","100","100","100","100"
"1282","2019","Shetland Islands","All","-","-","-","100","-","100","100"
"1283","2019","South Ayrshire","All","-","100","100","100","100","100","100"
"1284","2019","South Lanarkshire","All","100","100","100","-","100","100","100"
"1285","2019","Stirling","All","-","100","100","-","100","100","100"
"1286","2019","West Dunbartonshire","All","100","100","-","-","100","-","100"
"1287","2019","West Lothian","All","-","100","100","-","100","-","100"
"1288","2019","Aberdeen City","Base","250","-","10","-","-","-","260"
"1289","2019","Aberdeenshire","Base","-","90","40","20","90","40","280"
"1290","2019","Angus","Base","10","110","30","-","50","0","200"
"1291","2019","Argyll and Bute","Base","-","30","10","60","10","70","180"
"1292","2019","Clackmannanshire","Base","-","50","70","-","20","-","140"
"1293","2019","Dumfries and Galloway","Base","-","60","40","20","40","50","210"
"1294","2019","Dundee City","Base","200","-","-","-","-","-","200"
"1295","2019","East Ayrshire","Base","-","70","50","30","50","20","210"
"1296","2019","East Dunbartonshire","Base","140","60","20","-","10","-","220"
"1297","2019","East Lothian","Base","60","50","30","40","50","10","250"
"1298","2019","East Renfrewshire","Base","140","50","10","-","10","-","200"
"1299","2019","Edinburgh, City of","Base","720","-","30","-","10","-","750"
"1300","2019","Falkirk","Base","-","130","-","-","10","-","150"
"1301","2019","Fife","Base","-","290","60","-","70","-","420"
"1302","2019","Glasgow City","Base","760","-","-","-","0","-","760"
"1303","2019","Highland","Base","-","80","10","50","20","110","280"
"1304","2019","Inverclyde","Base","-","170","20","-","-","-","190"
"1305","2019","Midlothian","Base","-","210","20","-","30","-","260"
"1306","2019","Moray","Base","-","70","20","30","50","30","200"
"1307","2019","Na h-Eileanan Siar","Base","-","-","-","50","-","170","220"
"1308","2019","North Ayrshire","Base","-","140","40","-","10","10","200"
"1309","2019","North Lanarkshire","Base","10","310","40","-","30","-","390"
"1310","2019","Orkney Islands","Base","-","-","-","60","-","140","200"
"1311","2019","Perth and Kinross","Base","-","60","10","10","60","30","170"
"1312","2019","Renfrewshire","Base","160","20","20","-","10","-","200"
"1313","2019","Scotland","Base","2580","2770","710","450","860","840","8220"
"1314","2019","Scottish Borders","Base","-","40","50","10","90","10","210"
"1315","2019","Shetland Islands","Base","-","-","-","50","-","130","190"
"1316","2019","South Ayrshire","Base","-","140","10","10","50","0","210"
"1317","2019","South Lanarkshire","Base","50","220","40","-","40","10","360"
"1318","2019","Stirling","Base","-","80","30","-","40","10","170"
"1319","2019","West Dunbartonshire","Base","90","90","-","-","0","-","180"
"1320","2019","West Lothian","Base","-","150","20","-","10","-","180"
"1321","2022","Aberdeen City","Satisfied","60.6","-","*","-","*","-","60.3"
"1322","2022","Aberdeenshire","Satisfied","-","59.3","*","*","34.9","*","44.9"
"1323","2022","Angus","Satisfied","*","63.4","*","-","*","-","51.9"
"1324","2022","Argyll and Bute","Satisfied","-","*","*","64.6","*","58.5","63.2"
"1325","2022","Clackmannanshire","Satisfied","-","48.9","40.5","-","*","-","42.2"
"1326","2022","Dumfries and Galloway","Satisfied","-","39.8","44.3","*","29.3","26.5","33.1"
"1327","2022","Dundee City","Satisfied","51.4","-","-","-","*","-","51.1"
"1328","2022","East Ayrshire","Satisfied","-","69.8","49.1","-","*","*","54.1"
"1329","2022","East Dunbartonshire","Satisfied","57.2","*","*","-","*","-","59.7"
"1330","2022","East Lothian","Satisfied","93.4","88.2","*","-","67.7","-","81.9"
"1331","2022","East Renfrewshire","Satisfied","55.4","-","*","-","*","-","53.8"
"1332","2022","Edinburgh, City of","Satisfied","86","*","*","-","*","-","85.2"
"1333","2022","Falkirk","Satisfied","-","40.4","*","-","*","-","38.1"
"1334","2022","Fife","Satisfied","-","62.5","65","-","63.6","-","63.3"
"1335","2022","Glasgow City","Satisfied","61.7","-","-","-","*","-","61.5"
"1336","2022","Highland","Satisfied","-","*","*","*","*","39.7","41.8"
"1337","2022","Inverclyde","Satisfied","-","63.1","*","-","*","-","64.6"
"1338","2022","Midlothian","Satisfied","-","79.9","*","-","*","-","76.3"
"1339","2022","Moray","Satisfied","-","*","53.8","*","*","*","41.4"
"1340","2022","Na h-Eileanan Siar","Satisfied","-","-","-","*","-","53.5","55.5"
"1341","2022","North Ayrshire","Satisfied","-","61.1","*","-","*","*","52.8"
"1342","2022","North Lanarkshire","Satisfied","60.9","43","*","-","*","-","49.3"
"1343","2022","Orkney Islands","Satisfied","-","-","-","74","-","46.3","55.5"
"1344","2022","Perth and Kinross","Satisfied","*","*","*","*","50.3","*","53.3"
"1345","2022","Renfrewshire","Satisfied","55.2","*","*","-","*","-","49"
"1346","2022","Scotland","Satisfied","67.9","57.6","52.7","52.9","41.8","39.8","57.8"
"1347","2022","Scottish Borders","Satisfied","-","56.9","*","*","47.5","*","53.6"
"1348","2022","Shetland Islands","Satisfied","-","-","-","62.5","-","63","62.8"
"1349","2022","South Ayrshire","Satisfied","-","41.2","*","*","*","*","39.2"
"1350","2022","South Lanarkshire","Satisfied","71.7","54.4","*","-","*","*","53.6"
"1351","2022","Stirling","Satisfied","-","67.7","*","-","33.1","*","51.5"
"1352","2022","West Dunbartonshire","Satisfied","87.1","84.9","-","-","-","-","85.9"
"1353","2022","West Lothian","Satisfied","-","54.9","*","-","*","-","56.4"
"1354","2022","Aberdeen City","Neither satisfied nor dissatisfied","16.9","-","*","-","*","-","16.8"
"1355","2022","Aberdeenshire","Neither satisfied nor dissatisfied","-","27.3","*","*","19.5","*","20.4"
"1356","2022","Angus","Neither satisfied nor dissatisfied","*","20.5","*","-","*","-","23.7"
"1357","2022","Argyll and Bute","Neither satisfied nor dissatisfied","-","*","*","19.6","*","12.8","15.6"
"1358","2022","Clackmannanshire","Neither satisfied nor dissatisfied","-","26.8","27.9","-","*","-","26.9"
"1359","2022","Dumfries and Galloway","Neither satisfied nor dissatisfied","-","25.2","18.5","*","25.5","16.7","23.2"
"1360","2022","Dundee City","Neither satisfied nor dissatisfied","19.4","-","-","-","*","-","19.3"
"1361","2022","East Ayrshire","Neither satisfied nor dissatisfied","-","18.4","18.1","-","*","*","19.2"
"1362","2022","East Dunbartonshire","Neither satisfied nor dissatisfied","24.8","*","*","-","*","-","17.3"
"1363","2022","East Lothian","Neither satisfied nor dissatisfied","3.1","9","*","-","5.7","-","8.5"
"1364","2022","East Renfrewshire","Neither satisfied nor dissatisfied","31","-","*","-","*","-","31.2"
"1365","2022","Edinburgh, City of","Neither satisfied nor dissatisfied","6","*","*","-","*","-","6.1"
"1366","2022","Falkirk","Neither satisfied nor dissatisfied","-","31.4","*","-","*","-","29.7"
"1367","2022","Fife","Neither satisfied nor dissatisfied","-","19.4","15","-","11.9","-","16.8"
"1368","2022","Glasgow City","Neither satisfied nor dissatisfied","19.9","-","-","-","*","-","20.2"
"1369","2022","Highland","Neither satisfied nor dissatisfied","-","*","*","*","*","24.1","17.6"
"1370","2022","Inverclyde","Neither satisfied nor dissatisfied","-","33","*","-","*","-","28.9"
"1371","2022","Midlothian","Neither satisfied nor dissatisfied","-","10.4","*","-","*","-","11.9"
"1372","2022","Moray","Neither satisfied nor dissatisfied","-","*","18.3","*","*","*","24.1"
"1373","2022","Na h-Eileanan Siar","Neither satisfied nor dissatisfied","-","-","-","*","-","23.1","23"
"1374","2022","North Ayrshire","Neither satisfied nor dissatisfied","-","11.6","*","-","*","*","13.6"
"1375","2022","North Lanarkshire","Neither satisfied nor dissatisfied","17.9","33","*","-","*","-","26.5"
"1376","2022","Orkney Islands","Neither satisfied nor dissatisfied","-","-","-","18.3","-","14.8","16"
"1377","2022","Perth and Kinross","Neither satisfied nor dissatisfied","*","*","*","*","19.5","*","17.2"
"1378","2022","Renfrewshire","Neither satisfied nor dissatisfied","27.5","*","*","-","*","-","28.2"
"1379","2022","Scotland","Neither satisfied nor dissatisfied","16.1","22.4","16.3","14.5","20.8","20.1","18.9"
"1380","2022","Scottish Borders","Neither satisfied nor dissatisfied","-","29.1","*","*","23.1","*","22.9"
"1381","2022","Shetland Islands","Neither satisfied nor dissatisfied","-","-","-","18.9","-","19.8","19.6"
"1382","2022","South Ayrshire","Neither satisfied nor dissatisfied","-","41.8","*","*","*","*","37"
"1383","2022","South Lanarkshire","Neither satisfied nor dissatisfied","17.4","22.8","*","-","*","*","19.5"
"1384","2022","Stirling","Neither satisfied nor dissatisfied","-","8.6","*","-","12.9","*","11.4"
"1385","2022","West Dunbartonshire","Neither satisfied nor dissatisfied","3.6","10.6","-","-","-","-","7.4"
"1386","2022","West Lothian","Neither satisfied nor dissatisfied","-","23.1","*","-","*","-","20.4"
"1387","2022","Aberdeen City","Dissatisfied","22.6","-","*","-","*","-","22.9"
"1388","2022","Aberdeenshire","Dissatisfied","-","13.4","*","*","45.5","*","34.7"
"1389","2022","Angus","Dissatisfied","*","16.1","*","-","*","-","24.4"
"1390","2022","Argyll and Bute","Dissatisfied","-","*","*","15.8","*","28.7","21.1"
"1391","2022","Clackmannanshire","Dissatisfied","-","24.4","31.6","-","*","-","31"
"1392","2022","Dumfries and Galloway","Dissatisfied","-","35","37.2","*","45.3","56.8","43.7"
"1393","2022","Dundee City","Dissatisfied","29.2","-","-","-","*","-","29.5"
"1394","2022","East Ayrshire","Dissatisfied","-","11.8","32.8","-","*","*","26.7"
"1395","2022","East Dunbartonshire","Dissatisfied","18","*","*","-","*","-","22.9"
"1396","2022","East Lothian","Dissatisfied","3.5","2.8","*","-","26.6","-","9.7"
"1397","2022","East Renfrewshire","Dissatisfied","13.6","-","*","-","*","-","15"
"1398","2022","Edinburgh, City of","Dissatisfied","8","*","*","-","*","-","8.7"
"1399","2022","Falkirk","Dissatisfied","-","28.2","*","-","*","-","32.2"
"1400","2022","Fife","Dissatisfied","-","18.1","19.9","-","24.4","-","19.9"
"1401","2022","Glasgow City","Dissatisfied","18.4","-","-","-","*","-","18.3"
"1402","2022","Highland","Dissatisfied","-","*","*","*","*","36.2","40.6"
"1403","2022","Inverclyde","Dissatisfied","-","3.9","*","-","*","-","6.5"
"1404","2022","Midlothian","Dissatisfied","-","9.6","*","-","*","-","11.8"
"1405","2022","Moray","Dissatisfied","-","*","27.9","*","*","*","34.6"
"1406","2022","Na h-Eileanan Siar","Dissatisfied","-","-","-","*","-","23.3","21.5"
"1407","2022","North Ayrshire","Dissatisfied","-","27.3","*","-","*","*","33.6"
"1408","2022","North Lanarkshire","Dissatisfied","21.2","24","*","-","*","-","24.2"
"1409","2022","Orkney Islands","Dissatisfied","-","-","-","7.7","-","38.9","28.5"
"1410","2022","Perth and Kinross","Dissatisfied","*","*","*","*","30.3","*","29.5"
"1411","2022","Renfrewshire","Dissatisfied","17.3","*","*","-","*","-","22.8"
"1412","2022","Scotland","Dissatisfied","16","20","31","32.6","37.4","40.2","23.3"
"1413","2022","Scottish Borders","Dissatisfied","-","14","*","*","29.4","*","23.5"
"1414","2022","Shetland Islands","Dissatisfied","-","-","-","18.7","-","17.2","17.6"
"1415","2022","South Ayrshire","Dissatisfied","-","17","*","*","*","*","23.8"
"1416","2022","South Lanarkshire","Dissatisfied","11","22.8","*","-","*","*","26.9"
"1417","2022","Stirling","Dissatisfied","-","23.8","*","-","54","*","37.1"
"1418","2022","West Dunbartonshire","Dissatisfied","9.2","4.5","-","-","-","-","6.7"
"1419","2022","West Lothian","Dissatisfied","-","22","*","-","*","-","23.2"
"1420","2022","Aberdeen City","All","100","-","100","-","100","-","100"
"1421","2022","Aberdeenshire","All","-","100","100","100","100","100","100"
"1422","2022","Angus","All","100","100","100","-","100","-","100"
"1423","2022","Argyll and Bute","All","-","100","100","100","100","100","100"
"1424","2022","Clackmannanshire","All","-","100","100","-","100","-","100"
"1425","2022","Dumfries and Galloway","All","-","100","100","100","100","100","100"
"1426","2022","Dundee City","All","100","-","-","-","100","-","100"
"1427","2022","East Ayrshire","All","-","100","100","-","100","100","100"
"1428","2022","East Dunbartonshire","All","100","100","100","-","100","-","100"
"1429","2022","East Lothian","All","100","100","100","-","100","-","100"
"1430","2022","East Renfrewshire","All","100","-","100","-","100","-","100"
"1431","2022","Edinburgh, City of","All","100","100","100","-","100","-","100"
"1432","2022","Falkirk","All","-","100","100","-","100","-","100"
"1433","2022","Fife","All","-","100","100","-","100","-","100"
"1434","2022","Glasgow City","All","100","-","-","-","100","-","100"
"1435","2022","Highland","All","-","100","100","100","100","100","100"
"1436","2022","Inverclyde","All","-","100","100","-","100","-","100"
"1437","2022","Midlothian","All","-","100","100","-","100","-","100"
"1438","2022","Moray","All","-","100","100","100","100","100","100"
"1439","2022","Na h-Eileanan Siar","All","-","-","-","100","-","100","100"
"1440","2022","North Ayrshire","All","-","100","100","-","100","100","100"
"1441","2022","North Lanarkshire","All","100","100","100","-","100","-","100"
"1442","2022","Orkney Islands","All","-","-","-","100","-","100","100"
"1443","2022","Perth and Kinross","All","100","100","100","100","100","100","100"
"1444","2022","Renfrewshire","All","100","100","100","-","100","-","100"
"1445","2022","Scotland","All","100","100","100","100","100","100","100"
"1446","2022","Scottish Borders","All","-","100","100","100","100","100","100"
"1447","2022","Shetland Islands","All","-","-","-","100","-","100","100"
"1448","2022","South Ayrshire","All","-","100","100","100","100","100","100"
"1449","2022","South Lanarkshire","All","100","100","100","-","100","100","100"
"1450","2022","Stirling","All","-","100","100","-","100","100","100"
"1451","2022","West Dunbartonshire","All","100","100","-","-","-","-","100"
"1452","2022","West Lothian","All","-","100","100","-","100","-","100"
"1453","2022","Aberdeen City","Base","200","-","10","-","0","-","210"
"1454","2022","Aberdeenshire","Base","-","80","30","20","80","30","240"
"1455","2022","Angus","Base","20","100","30","-","40","-","180"
"1456","2022","Argyll and Bute","Base","-","40","0","50","10","100","200"
"1457","2022","Clackmannanshire","Base","-","60","80","-","20","-","160"
"1458","2022","Dumfries and Galloway","Base","-","60","60","20","70","60","260"
"1459","2022","Dundee City","Base","200","-","-","-","0","-","200"
"1460","2022","East Ayrshire","Base","-","60","60","-","30","20","170"
"1461","2022","East Dunbartonshire","Base","130","40","20","-","10","-","200"
"1462","2022","East Lothian","Base","60","80","20","-","60","-","230"
"1463","2022","East Renfrewshire","Base","190","-","20","-","0","-","210"
"1464","2022","Edinburgh, City of","Base","930","20","10","-","10","-","970"
"1465","2022","Falkirk","Base","-","130","0","-","10","-","150"
"1466","2022","Fife","Base","-","220","70","-","80","-","370"
"1467","2022","Glasgow City","Base","810","-","-","-","10","-","810"
"1468","2022","Highland","Base","-","40","0","40","10","100","190"
"1469","2022","Inverclyde","Base","-","140","10","-","0","-","160"
"1470","2022","Midlothian","Base","-","190","30","-","40","-","250"
"1471","2022","Moray","Base","-","30","50","10","50","20","150"
